1,Punishment,"terlambat, kesiangan",10
2,Punishment,"telat, dihukum",10
3,Punishment,"terlambat, upacara",10
4,Punishment,"terlambat, razia",10
5,Punishment,"lompat, pagar, terlambat",10
6,Punishment,"telat, tugas",10
7,Punishment,"nongkrong, warung, terlambat",10
8,Punishment,"telat, tanpa keterangan",10
9,Punishment,"terlambat, ujian",10
10,Punishment,"dihukum, lapangan, telat",10
11,Reward,"sukarela, bersih, kaca",10
12,Punishment,"buang sampah, sembarangan",10
13,Reward,"menyapu, mengepel, bersih",10
14,Punishment,"coret, meja, spidol",10
15,Reward,"merapikan, peralatan, piket",10
16,Punishment,"mengotori, dinding, toilet",10
17,Reward,"buang sampah, organik, benar",10
18,Punishment,"meninggalkan, kotor, sampah",10
19,Reward,"membantu, menyiram, tanaman",10
20,Punishment,"menyumbat, wastafel, sampah",10
21,Punishment,"menendang, pintu, rusak, patah",10
22,Punishment,"coret, dinding, piloks",10
23,Punishment,"merusak, saklar, lampu",10
24,Punishment,"mematahkan, penggaris, inventaris",10
25,Punishment,"melempari, kaca, retak",10
26,Punishment,"merobek, buku, perpustakaan",10
27,Punishment,"merusak, jaring, net",10
28,Punishment,"mencopot, tanaman, merusak, pot",10
29,Punishment,"menggores, mobil, paku",10
30,Punishment,"merusak, kran, patah",10
31,Punishment,narkotika,100
32,Punishment,Merampas atau mencuri milik orang lain baik di sekolah atau di luar sekolah,100
33,Punishment,berkelahi,100
34,Punishment,hamil,100
35,Punishment,ditato,100
36,Punishment,Memalsukan surat atau tanda tangan pejabat sekolah,50
37,Punishment,menghina,50
38,Punishment,senjata tajam,50
39,Punishment,pornografi,50
40,Punishment,Merusak dan menghilangkan barang milik sekolah dan atau milik orang lain,50
41,Punishment,Merusak lingkungan sekolah dan atau lingkungan umum,50
42,Punishment,Pelecehan seksual,50
43,Punishment,Menyalahgunakan keuangan sekolah,30
44,Punishment,Merokok di lingkungan sekolah dan atau di luar sekolah dengan memakai seragam atau atribut sekolah,30
45,Punishment,Kabur atau meninggalkan kelas (sekolah) tanpa izin guru pengajar,30
46,Punishment,Memalsukan surat atau tanda tangan orang tua / wali,30
47,Punishment,Tidak masuk sekolah tanpa keterangan 3 hari dalam sepekan ,30
48,Punishment,Tidak masuk sekolah tanpa keterangan lebih dari 3 hari dalam sebulan,30
49,Punishment,coretan,30
50,Punishment,aksesoris,15
51,Punishment,"seragam tidak sesuai ketentuan",15
52,Punishment,Membawa rokok ke sekolah,15
53,Punishment,Memakai pakaian yang tidak sesuai dengan ketentuan hari yang berlaku,15
54,Punishment,"Tidak mengikuti upacara bendera, atau kegiatan pagi/ siang tanpa alasan",15
55,Punishment,Tidak memakai pakaian praktik selama melaksanakan pelajaran praktik,15
56,Punishment,"Berpenampilan tidak sesuai dengan ketentuan sekolah (rambut gondrong, atau di cat, tidak memakai atribut sekolah yang berlaku, makeup berlebihan,  dll)",15
57,Punishment,Melompat benteng sekolah untuk masuk mengikuti pelajaran,15
58,Punishment,"Penyalahgunaan media sosial tidak sesuai dengan peruntukan pembelajaran (konten video/foto, status dan chat)",15
59,Punishment,"Menghilangkan buku saku, Siswa wajib mengganti yang baru",5
60,Punishment,"Tidak membawa buku saku, point pelanggaran bertambah",5
61,Punishment,Tidak masuk sekolah tanpa keterangan,5
62,Punishment,"Terlambat masuk, dipintu gerbang terhitung mulai pukul 07.15",5
63,Punishment,Keluar lingkungan sekolah saat istirahat tanpa izin piket,5
64,Punishment,Membuang sampah sembarangan,5
65,Punishment,Baju dikeluarkan,5
66,Punishment,"Berbicara kasar, tidak sopan, tidak senonoh",5
67,Reward,Siswa berhasil meraih prestasi tingkat kecamatan melalui partisipasi aktif dan kemampuan yang baik dalam kegiatan perlombaan.,25
68,Reward,Siswa menunjukkan prestasi tingkat kecamatan dengan memperoleh penghargaan pada kegiatan lomba antar sekolah.,25
69,Reward,Siswa memiliki prestasi tingkat kecamatan yang membanggakan dan mampu membawa nama baik sekolah dalam perlombaan.,25
70,Reward,Siswa aktif mengikuti kompetisi dan berhasil mendapatkan prestasi tingkat kecamatan sesuai bidang yang diikuti.,25
71,Reward,"Prestasi tingkat kecamatan yang diraih Siswa menunjukkan sikap disiplin, kerja keras, dan tanggung jawab yang baik.",25
72,Reward,Siswa memperoleh prestasi tingkat kecamatan dalam perlombaan akademik maupun nonakademik sebagai bentuk pencapaian Reward.,25
73,Reward,Siswa memperoleh prestasi tingkat kabupaten dalam perlombaan pramuka tingkat kabupaten dengan meraih juara 2.,50
74,Reward,Siswa berhasil meraih prestasi tingkat kabupaten pada ajang perlombaan pramuka dengan memperoleh juara 2.,50
75,Reward,Siswa mendapatkan prestasi tingkat kabupaten dalam kegiatan lomba pramuka dan meraih juara 2.,50
76,Reward,Siswa menorehkan prestasi tingkat kabupaten pada perlombaan pramuka tingkat kabupaten sebagai juara 2.,50
